Time (s)	Throttle (u)	Thrust (N)
27.0370	937	0.369981
27.0490	998	0.527316
27.0610	936	0.899979
27.0720	769	1.419606
27.0840	549	1.924551
27.0960	345	2.251780
27.1080	220	2.241387
27.1190	213	1.885240
27.1310	327	1.333788
27.1430	526	0.812238
27.1540	749	0.465231
27.1660	924	0.348571
27.1780	998	0.464091
27.1900	947	0.808863
27.2010	786	1.311685
27.2130	567	1.840431
27.2250	358	2.181538
27.2370	225	2.192444
27.2480	210	1.865774
27.2600	317	1.347979
27.2720	514	0.838297
27.2840	738	0.471489
27.2950	918	0.326133
27.3080	997	0.447509
27.3190	951	0.808595
27.3310	793	1.322368
27.3420	574	1.852454
27.3550	362	2.215262
27.3660	227	2.239488
27.3780	209	1.925266
27.3900	316	1.410086
27.4010	513	0.877049
27.4130	738	0.499469
27.4240	919	0.366651
27.4370	998	0.484697
27.4480	949	0.816708
27.4600	789	1.318412
27.4710	568	1.853974
27.4840	357	2.216715
27.4950	224	2.244181
27.5070	211	1.914494
27.5190	323	1.369501
27.5310	524	0.839191
27.5420	749	0.475132
27.5540	926	0.345599
27.5660	998	0.459689
27.5780	942	0.805265
27.5890	774	1.313160
27.6010	551	1.837950
27.6130	343	2.168754
27.6250	218	2.155703
27.6360	216	1.829368
27.6490	339	1.315216
27.6600	547	0.798002
27.6710	771	0.450280
27.6830	940	0.333151
27.6950	998	0.472249
27.7070	927	0.862657
27.7180	749	1.396364
27.7310	522	1.907343
27.7420	320	2.209563
27.7540	210	2.167927
27.7650	227	1.800315
27.7780	366	1.280933
27.7890	581	0.785643
27.8010	803	0.460806
27.8120	958	0.391950
27.8250	995	0.558492
27.8360	903	0.955984
27.8480	711	1.485669
27.8600	482	1.983484
27.8720	292	2.248830
27.8830	203	2.135947
27.8950	245	1.690539
27.9070	404	1.130639
27.9190	628	0.657228
27.9300	842	0.396487
27.9410	977	0.379301
27.9540	986	0.599971
27.9650	867	1.014113
27.9770	660	1.540021
27.9890	432	2.012761
28.0010	260	2.191282
28.0120	201	2.018974
28.0240	274	1.569767
28.0360	456	1.027209
28.0480	685	0.589802
28.0590	887	0.365735
28.0710	992	0.405136
28.0830	966	0.710105
28.0950	818	1.196120
28.1060	596	1.749472
28.1190	376	2.156574
28.1300	230	2.228447
28.1420	208	1.959415
28.1530	318	1.467142
28.1660	522	0.933055
28.1770	752	0.537305
28.1880	931	0.383636
28.2010	999	0.497748
28.2130	931	0.848666
28.2240	752	1.362617
28.2350	521	1.880882
28.2480	317	2.206144
28.2590	208	2.161156
28.2710	232	1.762747
28.2820	380	1.220860
28.2950	603	0.733683
28.3060	824	0.429518
28.3180	970	0.375032
28.3300	990	0.567632
28.3420	877	0.976478
28.3530	669	1.504509
28.3650	438	1.987708
28.3770	262	2.183594
28.3890	201	2.023108
28.4000	276	1.572314
28.4120	462	1.037758
28.4240	695	0.592685
28.4360	895	0.373781
28.4470	994	0.409181
28.4590	958	0.701769
28.4710	799	1.199160
28.4820	571	1.745784
28.4940	353	2.133310
28.5060	219	2.185918
28.5180	217	1.885732
28.5290	346	1.378708
28.5420	562	0.857919
28.5530	792	0.501369
28.5650	955	0.400688
28.5760	995	0.562023
28.5890	899	0.941033
28.6000	699	1.463410
28.6120	464	1.966075
28.6230	276	2.233007
28.6360	201	2.141064
28.6470	264	1.702160
28.6590	443	1.130192
28.6710	677	0.660513
28.6830	884	0.418590
28.6940	992	0.442994
28.7060	963	0.707356
28.7180	807	1.169168
28.7290	579	1.706384
28.7410	357	2.102736
28.7520	221	2.159837
28.7650	216	1.865059
28.7760	346	1.361701
28.7880	565	0.845895
28.8000	796	0.483065
28.8120	958	0.361332
28.8230	994	0.501950
28.8350	891	0.886547
28.8470	686	1.433552
28.8590	450	1.934764
28.8700	266	2.167436
28.8830	201	2.052050
28.8940	276	1.623739
28.9060	465	1.079349
28.9170	702	0.627192
28.9300	903	0.405136
28.9410	996	0.463801
28.9530	949	0.766781
28.9640	778	1.252148
28.9770	543	1.782727
28.9880	328	2.158295
28.9990	210	2.185806
29.0120	230	1.854957
29.0230	382	1.314836
29.0350	611	0.789778
29.0460	837	0.465946
29.0590	977	0.417718
29.0700	983	0.618118
29.0820	852	1.025936
29.0930	630	1.565051
29.1060	397	2.037121
29.1170	237	2.190947
29.1290	207	1.949246
29.1410	317	1.467611
29.1530	529	0.925121
29.1640	767	0.528165
29.1760	944	0.383480
29.1880	997	0.488921
29.2000	907	0.836106
29.2110	706	1.347152
29.2230	467	1.859159
29.2350	275	2.134784
29.2460	201	2.036182
29.2580	270	1.627918
29.2700	460	1.089942
29.2820	699	0.639148
29.2930	903	0.405873
29.3050	997	0.444827
29.3170	946	0.748075
29.3290	769	1.238829
29.3400	531	1.771441
29.3530	317	2.135008
29.3640	206	2.147009
29.3760	239	1.810014
29.3870	403	1.282922
29.4000	639	0.771340
29.4110	860	0.469030
29.4230	987	0.439396
29.4340	971	0.674146
29.4470	820	1.117811
29.4580	587	1.654066
29.4700	359	2.078712
29.4820	219	2.192042
29.4940	219	1.937804
29.5050	359	1.422109
29.5160	587	0.881653
29.5290	820	0.516253
29.5400	972	0.415260
29.5520	986	0.590652
29.5630	858	0.988591
29.5760	634	1.523594
29.5870	398	1.998078
29.5990	236	2.171526
29.6110	208	1.949939
29.6230	326	1.464460
29.6340	545	0.934485
29.6460	785	0.536501
29.6580	955	0.386832
29.6700	994	0.509593
29.6810	886	0.875328
29.6940	671	1.400096
29.7050	430	1.902672
29.7170	251	2.140618
29.7280	203	2.003553
29.7410	303	1.567867
29.7520	513	1.025354
29.7630	756	0.589601
29.7750	941	0.395861
29.7870	997	0.486663
29.7990	905	0.852421
29.8100	698	1.374909
29.8230	454	1.885463
29.8340	264	2.158876
29.8460	201	2.063850
29.8570	287	1.649909
29.8700	491	1.096915
29.8810	736	0.642031
29.8930	929	0.433831
29.9040	998	0.501883
29.9170	917	0.830698
29.9280	715	1.340179
29.9400	470	1.856075
29.9520	273	2.162162
29.9640	201	2.098110
29.9750	279	1.688080
29.9870	479	1.110078
29.9990	725	0.649294
30.0110	923	0.431351
30.0220	998	0.479847
30.0330	922	0.782693
30.0460	722	1.283190
30.0570	476	1.811691
30.0690	277	2.120504
30.0810	201	2.036540
30.0930	277	1.626286
30.1040	476	1.088757
30.1160	723	0.634231
30.1280	923	0.406544
30.1400	998	0.449744
30.1510	921	0.750332
30.1640	720	1.245600
30.1750	473	1.777832
30.1870	274	2.089685
30.1980	201	2.020024
30.2110	280	1.620923
30.2220	483	1.082992
30.2340	731	0.630968
30.2450	928	0.409851
30.2580	998	0.472137
30.2690	915	0.806316
30.2800	709	1.311417
30.2930	461	1.825435
30.3040	267	2.128437
30.3160	201	2.053391
30.3270	290	1.643696
30.3400	499	1.092311
30.3510	747	0.642389
30.3630	938	0.440536
30.3740	997	0.515136
30.3870	902	0.851326
30.3980	688	1.363646
30.4100	440	1.864679
30.4220	254	2.143925
30.4340	203	2.048966
30.4450	307	1.616118
30.4570	525	1.046116
30.4690	772	0.599725
30.4810	952	0.422612
30.4920	994	0.523807
30.5050	881	0.866992
30.5160	658	1.392721
30.5280	411	1.902448
30.5390	239	2.144082
30.5510	208	1.994592
30.5630	332	1.509448
30.5740	561	0.955783
30.5860	805	0.554089
30.5980	968	0.403638
30.6100	986	0.534020
30.6210	851	0.906907
30.6340	617	1.429887
30.6450	375	1.902269
30.6570	223	2.073862
30.6680	219	1.870758
30.6810	367	1.391626
30.6920	607	0.865182
30.7040	844	0.507694
30.7150	984	0.405940
30.7280	971	0.569219
30.7390	811	0.985038
30.7510	566	1.532489
30.7630	334	1.979797
30.7750	209	2.081573
30.7860	239	1.800315
30.7970	413	1.293583
30.8100	662	0.787208
30.8210	886	0.463823
30.8330	995	0.427864
30.8440	946	0.693209
30.8570	758	1.165793
30.8680	506	1.697958
30.8800	292	2.064029
30.8920	201	2.067269
30.9040	270	1.716910
30.9150	473	1.187471
30.9270	726	0.715513
30.9390	928	0.461611
30.9510	998	0.498084
30.9620	907	0.810070
30.9750	692	1.302164
30.9860	439	1.810752
30.9980	251	2.113441
31.0090	204	2.043826
31.0220	317	1.603647
31.0330	545	1.039300
31.0440	795	0.606385
31.0560	965	0.426724
31.0680	987	0.534490
31.0800	852	0.900046
31.0910	613	1.423719
31.1040	369	1.911388
31.1150	219	2.090020
31.1270	224	1.859360
31.1380	382	1.360137
31.1510	629	0.829178
31.1620	864	0.489144
31.1740	991	0.411036
31.1850	958	0.607368
31.1980	778	1.032171
31.2090	525	1.568001
31.2210	302	1.961493
31.2330	202	2.008090
31.2450	265	1.680012
31.2560	465	1.160273
31.2680	721	0.696495
31.2800	927	0.429719
31.2920	998	0.439731
31.3030	905	0.743002
31.3150	686	1.254338
31.3270	431	1.777542
31.3380	246	2.062107
31.3500	207	1.967192
31.3620	330	1.536356
31.3740	565	0.995608
31.3850	815	0.587567
31.3970	975	0.431038
31.4090	979	0.583634
31.4210	826	0.982266
31.4320	579	1.513627
31.4450	340	1.953291
31.4560	209	2.089104
31.4680	241	1.839582
31.4790	422	1.342392
31.4920	677	0.829067
31.5030	900	0.506755
31.5150	998	0.493368
31.5260	929	0.752098
31.5390	722	1.217933
31.5500	464	1.737784
31.5620	262	2.070510
31.5740	202	2.041591
31.5850	309	1.652390
31.5970	537	1.108290
31.6080	792	0.646121
31.6210	966	0.450369
31.6320	986	0.559654
31.6440	843	0.906370
31.6550	598	1.428211
31.6680	353	1.913556
31.6790	212	2.096814
31.6910	235	1.863673
31.7030	412	1.345208
31.7150	668	0.825111
31.7260	895	0.499514
31.7380	997	0.453029
31.7500	931	0.690393
31.7620	724	1.142662
31.7730	464	1.674269
31.7860	262	2.015756
31.7970	203	1.957582
31.8090	312	1.557274
31.8200	544	1.026293
31.8330	800	0.602273
31.8440	970	0.412131
31.8550	982	0.506397
31.8670	831	0.873250
31.8790	581	1.398621
31.8910	339	1.864411
31.9020	208	2.018281
31.9150	244	1.770502
31.9260	433	1.278765
31.9380	693	0.777620
31.9490	913	0.468114
31.9620	999	0.443911
31.9730	913	0.713703
31.9850	692	1.204501
31.9960	432	1.730140
32.0090	244	2.040518
32.0200	208	1.961493
32.0320	342	1.542948
32.0440	586	0.995162
32.0560	837	0.573398
32.0670	985	0.433876
32.0780	966	0.610363
32.0910	789	1.031232
32.1030	530	1.563040
32.1140	301	1.979350
32.1260	201	2.054843
32.1380	274	1.749740
32.1490	488	1.225442
32.1610	751	0.742600
32.1730	948	0.488787
32.1850	993	0.533953
32.1960	867	0.859885
32.2080	625	1.371289
32.2200	371	1.863472
32.2320	217	2.084880
32.2430	230	1.915634
32.2560	404	1.435764
32.2670	664	0.887441
32.2790	895	0.531986
32.2900	998	0.481032
32.3030	926	0.720609
32.3140	711	1.163514
32.3260	447	1.691656
32.3370	250	2.040362
32.3490	206	1.983104
32.3610	336	1.553028
32.3720	581	1.006895
32.3850	835	0.587567
32.3960	985	0.438167
32.4080	965	0.586405
32.4190	784	0.980389
32.4320	522	1.510498
32.4430	294	1.925601
32.4550	201	1.983440
32.4670	284	1.658603
32.4790	507	1.135690
32.4900	771	0.669766
32.5020	959	0.442614
32.5140	988	0.493659
32.5260	844	0.826608
32.5370	592	1.346325
32.5490	343	1.823446
32.5610	208	2.004067
32.5730	247	1.778905
32.5840	444	1.286722
32.5970	709	0.791923
32.6080	926	0.481881
32.6190	998	0.464829
32.6310	891	0.748433
32.6430	654	1.261780
32.6550	393	1.767284
32.6660	224	2.015577
32.6780	223	1.893576
32.6900	391	1.448414
32.7020	653	0.914885
32.7130	890	0.545329
32.7260	998	0.453722
32.7370	926	0.670034
32.7490	707	1.141567
32.7600	440	1.663810
32.7730	245	2.001251
32.7840	209	1.967393
32.7960	349	1.563911
32.8070	603	1.025153
32.8200	854	0.599926
32.8310	991	0.463868
32.8420	951	0.643394
32.8550	751	1.072130
32.8670	483	1.595646
32.8780	268	1.993944
32.8890	202	2.019778
32.9020	317	1.661284
32.9130	560	1.121163
32.9250	821	0.671554
32.9370	981	0.482551
32.9490	968	0.601222
32.9600	787	0.986043
32.9720	520	1.516018
32.9840	290	1.953582
32.9960	201	2.051648
33.0070	294	1.741583
33.0190	526	1.208926
33.0310	793	0.721749
33.0430	971	0.492072
33.0540	979	0.567856
33.0670	813	0.937457
33.0780	549	1.460951
33.0900	309	1.921713
33.1010	201	2.065861
33.1130	277	1.781430
33.1250	501	1.230381
33.1360	770	0.734376
33.1480	961	0.486082
33.1600	986	0.540188
33.1720	832	0.875686
33.1830	571	1.390732
33.1960	323	1.873529
33.2070	203	2.030014
33.2190	266	1.759797
33.2300	483	1.249668
33.2430	754	0.760568
33.2540	954	0.494932
33.2660	989	0.521125
33.2780	844	0.825580
33.2900	585	1.333363
33.3010	333	1.810394
33.3130	205	1.985652
33.3250	260	1.752020
33.3370	473	1.266027
33.3480	745	0.772458
33.3590	950	0.484429
33.3720	991	0.496072
33.3830	850	0.798315
33.3950	591	1.307238
33.4070	337	1.806595
33.4190	205	1.995731
33.4300	258	1.779844
33.4420	470	1.293426
33.4540	744	0.788906
33.4660	949	0.494955
33.4770	991	0.495491
33.4890	849	0.808595
33.5010	590	1.336224
33.5130	335	1.827759
33.5240	205	2.011487
33.5370	260	1.796315
33.5480	476	1.302299
33.5600	749	0.797376
33.5710	953	0.499827
33.5840	989	0.522779
33.5950	842	0.859416
33.6060	580	1.381927
33.6190	327	1.867786
33.6300	203	2.047021
33.6420	267	1.812830
33.6530	488	1.307014
33.6660	762	0.803991
33.6770	959	0.526891
33.6890	985	0.569890
33.7000	828	0.907466
33.7130	562	1.425886
33.7240	314	1.896191
33.7360	201	2.050687
33.7480	279	1.798326
33.7600	509	1.291929
33.7710	782	0.799812
33.7830	969	0.539786
33.7950	979	0.596842
33.8070	808	0.950688
33.8180	537	1.474897
33.8300	296	1.929512
33.8420	201	2.050798
33.8540	296	1.773564
33.8650	537	1.241399
33.8770	808	0.744991
33.8890	979	0.522868
33.9000	968	0.614989
33.9120	779	0.980233
33.9240	504	1.506632
33.9360	275	1.934161
33.9470	202	2.024338
33.9590	321	1.718296
33.9710	574	1.181884
33.9830	840	0.709278
33.9940	989	0.515203
34.0070	951	0.644892
34.0180	742	1.042697
34.0300	464	1.571622
34.0410	252	1.973070
34.0540	208	2.007844
34.0650	354	1.637573
34.0770	619	1.077918
34.0890	875	0.646970
34.1010	997	0.499313
34.1120	925	0.677990
34.1230	696	1.108335
34.1360	419	1.631337
34.1470	230	1.982725
34.1590	221	1.935904
34.1700	397	1.498542
34.1830	672	0.952811
34.1940	911	0.581042
34.2060	998	0.500475
34.2180	890	0.729034
34.2300	640	1.193193
34.2410	370	1.710496
34.2530	212	1.982568
34.2650	244	1.825569
34.2770	451	1.364025
34.2880	730	0.852667
34.3000	946	0.533975
34.3120	991	0.518555
34.3240	843	0.804349
34.3350	576	1.305249
34.3480	320	1.796896
34.3590	202	1.977115
34.3700	280	1.744622
34.3820	516	1.238314
34.3950	793	0.750198
34.4060	975	0.497056
34.4170	971	0.554000
34.4300	783	0.891956
34.4410	504	1.411404
34.4530	273	1.857729
34.4640	203	1.943771
34.4770	330	1.625393
34.4880	591	1.106458
34.5000	856	0.660580
34.5110	994	0.474193
34.5240	935	0.605223
34.5350	710	1.022516
34.5470	429	1.570013
34.5590	233	1.937536
34.5710	220	1.913801
34.5820	396	1.520689
34.5940	674	0.988457
34.6060	915	0.598205
34.6180	998	0.505973
34.6290	881	0.731694
34.6400	624	1.220436
34.6530	354	1.739303
34.6640	207	1.994390
34.6760	257	1.842822
34.6880	479	1.368674
34.7000	762	0.849538
34.7110	963	0.539116
34.7230	981	0.560906
34.7350	807	0.902906
34.7470	529	1.431965
34.7580	286	1.896124
34.7710	201	2.006593
34.7820	317	1.715457
34.7940	576	1.205283
34.8050	847	0.728140
34.8180	992	0.514577
34.8290	939	0.655418
34.8410	714	1.077159
34.8520	431	1.608318
34.8650	233	1.972556
34.8760	221	1.957560
34.8880	401	1.567174
34.9000	682	1.020572
34.9110	921	0.630857
34.9230	997	0.565241
34.9340	870	0.815635
34.9470	606	1.294275
34.9580	338	1.789275
34.9700	204	2.018304
34.9810	271	1.839872
34.9940	507	1.360249
35.0050	789	0.846945
35.0170	975	0.568661
35.0290	969	0.619727
35.0410	773	0.965929
35.0520	489	1.490898
35.0640	261	1.922316
35.0760	207	1.989876
35.0880	354	1.661977
35.0990	627	1.130169
35.1110	887	0.687108
35.1230	998	0.540412
35.1350	905	0.721994
35.1460	654	1.163290
35.1590	375	1.679700
35.1700	212	1.995128
35.1810	248	1.902761
35.1930	466	1.460348
35.2050	753	0.927043
35.2170	960	0.590428
35.2280	981	0.591747
35.2410	805	0.899018
35.2520	522	1.409795
35.2640	279	1.867562
35.2750	202	2.001117
35.2880	332	1.721760
35.2990	600	1.191181
35.3110	868	0.717145
35.3220	997	0.530981
35.3350	919	0.682571
35.3460	674	1.103888
35.3580	391	1.616453
35.3700	216	1.960577
35.3820	241	1.912952
35.3930	453	1.476282
35.4040	742	0.930730
35.4170	956	0.587992
35.4280	984	0.564973
35.4400	811	0.857695
35.4510	527	1.362841
35.4640	281	1.832430
35.4750	202	1.990569
35.4870	332	1.702652
35.4990	602	1.151557
35.5110	871	0.695444
35.5220	997	0.512320
35.5340	915	0.654434
35.5460	666	1.070499
35.5580	383	1.590998
35.5690	213	1.942005
35.5820	247	1.871384
35.5930	467	1.408633
35.6050	757	0.883106
35.6160	964	0.559363
35.6290	978	0.556525
35.6400	792	0.863930
35.6510	505	1.367512
35.6630	267	1.835581
35.6750	206	1.944486
35.6870	353	1.604385
35.6980	631	1.074544
35.7110	893	0.647551
35.7220	999	0.504297
35.7340	892	0.677945
35.7450	631	1.112045
35.7580	352	1.628164
35.7690	205	1.911164
35.7810	268	1.762300
35.7920	508	1.300533
35.8050	797	0.799835
35.8160	980	0.517482
35.8280	960	0.558403
35.8400	748	0.905544
35.8520	456	1.418511
35.8630	241	1.833994
35.8750	218	1.859829
35.8870	399	1.489736
35.8990	688	0.970176
35.9100	930	0.595211
35.9210	994	0.505950
35.9340	846	0.733660
35.9450	566	1.207563
35.9570	304	1.689980
35.9690	201	1.893263
35.9810	312	1.661217
35.9920	578	1.156809
36.0040	856	0.704384
36.0160	996	0.490910
36.0280	921	0.599703
36.0390	673	0.993575
36.0520	385	1.500754
36.0630	213	1.851985
36.0750	250	1.784626
36.0860	476	1.359332
36.0990	769	0.858790
36.1100	971	0.542669
36.1220	970	0.535205
36.1330	769	0.847459
36.1460	475	1.365255
36.1570	249	1.802394
36.1680	213	1.871585
36.1810	388	1.530567
36.1920	677	1.013130
36.2040	925	0.610676
36.2150	995	0.501637
36.2280	849	0.717346
36.2390	567	1.179202
36.2510	303	1.671364
36.2620	201	1.881195
36.2750	316	1.660882
36.2860	587	1.176252
36.2980	865	0.707088
36.3100	997	0.485211
36.3220	912	0.600999
36.3330	655	1.007073
36.3450	368	1.533160
36.3570	208	1.864702
36.3690	263	1.784671
36.3800	503	1.347912
36.3930	797	0.840777
36.4040	981	0.532456
36.4150	956	0.547206
36.4270	734	0.885005
36.4390	438	1.421171
36.4510	231	1.828206
36.4620	227	1.851873
36.4740	430	1.478227
36.4860	726	0.947961
36.4980	952	0.575767
36.5090	983	0.524410
36.5220	802	0.779028
36.5330	508	1.264529
36.5450	265	1.735884
36.5560	207	1.862601
36.5690	368	1.564738
36.5800	657	1.061045
36.5920	914	0.641562
36.6030	996	0.499961
36.6160	858	0.684382
36.6270	576	1.139668
36.6390	306	1.643763
36.6510	201	1.863159
36.6630	317	1.666246
36.6740	592	1.179716
36.6850	871	0.710351
36.6980	998	0.496810
36.7090	902	0.602653
36.7210	637	1.009420
36.7320	351	1.532623
36.7450	204	1.846644
36.7560	279	1.745136
36.7680	533	1.300555
36.7800	825	0.804885
36.7920	990	0.526578
36.8030	936	0.573667
36.8150	692	0.938173
36.8270	396	1.470427
36.8390	215	1.839738
36.8500	250	1.802103
36.8630	482	1.399806
36.8740	781	0.893766
36.8860	977	0.551609
36.8970	960	0.541194
36.9100	739	0.859550
36.9210	439	1.386665
36.9320	230	1.807310
36.9440	230	1.842152
36.9560	439	1.486183
36.9680	739	0.974377
36.9790	960	0.591300
36.9920	977	0.528969
37.0030	779	0.818652
37.0150	479	1.337766
37.0260	248	1.783531
37.0390	216	1.873484
37.0500	403	1.548200
37.0620	702	1.028774
37.0730	942	0.624331
37.0860	987	0.522444
37.0970	811	0.768502
37.1090	514	1.268239
37.1210	266	1.741270
37.1330	208	1.888167
37.1440	375	1.606731
37.1560	670	1.086903
37.1680	925	0.653004
37.1790	993	0.510621
37.1910	836	0.732856
37.2030	543	1.217977
37.2150	282	1.704060
37.2260	204	1.889888
37.2380	353	1.648948
37.2500	643	1.141165
37.2620	909	0.690952
37.2730	997	0.512610
37.2850	855	0.690215
37.2970	566	1.172163
37.3090	297	1.673129
37.3200	201	1.890782
37.3330	336	1.676817
37.3440	623	1.174219
37.3560	896	0.708697
37.3670	998	0.511739
37.3800	869	0.676202
37.3910	584	1.126951
37.4030	308	1.646221
37.4140	201	1.875541
37.4270	325	1.678225
37.4380	609	1.201037
37.4490	887	0.735851
37.4620	998	0.524231
37.4730	877	0.664849
37.4850	595	1.110525
37.4960	315	1.611894
37.5090	201	1.853527
37.5200	319	1.687834
37.5320	601	1.222402
37.5430	882	0.756232
37.5560	998	0.522332
37.5670	881	0.643685
37.5790	599	1.060889
37.5910	317	1.565722
37.6030	201	1.829480
37.6140	317	1.680974
37.6260	600	1.211876
37.6380	882	0.737996
37.6500	998	0.513705
37.6610	881	0.637517
37.6740	598	1.049759
37.6850	316	1.556849
37.6970	201	1.828162
37.7080	320	1.674135
37.7210	604	1.209082
37.7320	886	0.736387
37.7430	998	0.513080
37.7550	876	0.638835
37.7670	590	1.060531
37.7790	310	1.569923
37.7900	201	1.830195
37.8030	328	1.672548
37.8140	615	1.207563
37.8260	894	0.739113
37.8370	998	0.527450
37.8500	866	0.662949
37.8610	576	1.077360
37.8730	300	1.583601
37.8840	201	1.833771
37.8970	340	1.654893
37.9080	633	1.174889
37.9200	906	0.716407
37.9320	997	0.525706
37.9440	851	0.680247
37.9550	556	1.115039
37.9660	286	1.617593
37.9790	204	1.837526
37.9910	357	1.625124
38.0020	656	1.133522
38.0140	921	0.689388
38.0260	993	0.526757
38.0370	830	0.713703
38.0490	529	1.174934
38.0610	270	1.660569
38.0730	208	1.836900
38.0840	381	1.588361
38.0960	685	1.089897
38.1080	938	0.671129
38.1200	987	0.541976
38.1310	804	0.746399
38.1440	497	1.218737
38.1550	252	1.696997
38.1670	216	1.836341
38.1780	411	1.532757
38.1910	720	1.025042
38.2020	956	0.629784
38.2130	977	0.541932
38.2250	770	0.790292
38.2370	460	1.277559
38.2490	234	1.733649
38.2600	230	1.824787
38.2730	449	1.486965
38.2840	760	0.974847
38.2960	973	0.605782
38.3070	960	0.563409
38.3200	728	0.855885
38.3310	418	1.351868
38.3430	218	1.766859
38.3550	250	1.795845
38.3670	494	1.413438
38.3780	803	0.904895
38.3900	988	0.578047
38.4020	936	0.587031
38.4140	679	0.913656
38.4250	374	1.416031
38.4370	206	1.791554
38.4490	279	1.745025
38.4600	547	1.327128
38.4720	848	0.836710
38.4840	997	0.567700
38.4960	902	0.625225
38.5070	622	0.991787
38.5190	329	1.491278
38.5310	201	1.797410
38.5430	317	1.681689
38.5540	607	1.231073
38.5660	893	0.763429
38.5780	998	0.550312
38.5900	858	0.675353
38.6010	559	1.080958
38.6140	285	1.572046
38.6250	205	1.798058
38.6370	368	1.591959
38.6480	674	1.113989
38.6610	934	0.681767
38.6720	988	0.533886
38.6840	802	0.737124
38.6950	491	1.204881
38.7080	247	1.689600
38.7190	221	1.841168
38.7300	430	1.530076
38.7430	744	1.016773
38.7540	968	0.629046
38.7660	964	0.563721
38.7770	734	0.839637
38.7900	420	1.336403
38.8010	218	1.780626
38.8130	253	1.839492
38.8250	503	1.445978
38.8370	814	0.923579
38.8480	991	0.594607
38.8600	924	0.607815
38.8720	655	0.945458
38.8840	351	1.461510
38.8950	202	1.842465
38.9070	301	1.775128
38.9190	587	1.304846
38.9310	881	0.814361
38.9420	998	0.569487
38.9550	867	0.676828
38.9660	567	1.088355
38.9770	288	1.587735
38.9890	204	1.859852
39.0010	368	1.679633
39.0130	677	1.168855
39.0240	938	0.724609
39.0360	986	0.587858
39.0480	791	0.795924
39.0600	475	1.255970
39.0710	238	1.730230
39.0840	229	1.878736
39.0950	453	1.565722
39.1070	769	1.025511
39.1180	979	0.647283
39.1310	949	0.609916
39.1420	698	0.917612
39.1540	385	1.420724
39.1660	207	1.827245
39.1780	278	1.842599
39.1890	552	1.435943
39.2010	856	0.910058
39.2130	998	0.617068
39.2250	887	0.687019
39.2360	594	1.071683
39.2470	304	1.567420
39.2600	202	1.866757
39.2710	353	1.735124
39.2830	660	1.263121
39.2950	929	0.781822
39.3070	989	0.598094
39.3180	800	0.798136
39.3300	483	1.260484
39.3420	241	1.730677
39.3540	227	1.894738
39.3650	451	1.611469
39.3770	770	1.088422
39.3890	980	0.683935
39.4010	946	0.627571
39.4120	691	0.944140
39.4250	377	1.457823
39.4360	205	1.849013
39.4480	286	1.831760
39.4590	568	1.424300
39.4720	870	0.908583
39.4830	999	0.635528
39.4940	870	0.733392
39.5070	568	1.132807
39.5180	286	1.621303
39.5300	206	1.874669
39.5410	379	1.697377
39.5540	694	1.214133
39.5650	949	0.762311
39.5770	978	0.627951
39.5880	763	0.866769
39.6010	442	1.343152
39.6120	223	1.783554
39.6240	247	1.870088
39.6360	499	1.530388
39.6480	816	1.002671
39.6590	993	0.653295
39.6710	915	0.676023
39.6830	632	1.030539
39.6950	329	1.540758
39.7060	201	1.868523
39.7180	332	1.765541
39.7300	637	1.307305
39.7410	918	0.822183
39.7530	992	0.606966
39.7650	811	0.784995
39.7770	492	1.243544
39.7880	243	1.723659
39.8000	227	1.869708
39.8120	453	1.574326
39.8240	775	1.066543
39.8350	983	0.669542
39.8470	940	0.625135
39.8590	674	0.951761
39.8710	360	1.458225
39.8820	202	1.829569
39.8950	305	1.785833
39.9060	600	1.360628
39.9180	895	0.857293
39.9290	997	0.588528
39.9420	837	0.687510
39.9530	522	1.101362
39.9650	257	1.597591
39.9770	218	1.798170
39.9890	429	1.556223
40.0000	753	1.069448
40.0110	976	0.667620
40.0240	951	0.579589
40.0350	694	0.843593
40.0470	375	1.335620
40.0580	204	1.742365
40.0710	294	1.736800
40.0820	586	1.331508
40.0940	887	0.849203
40.1060	998	0.580908
40.1180	845	0.671397
40.1290	530	1.064420
40.1410	261	1.553899
40.1530	216	1.772938
40.1650	426	1.543641
40.1760	750	1.051391
40.1880	975	0.650836
40.2000	950	0.570851
40.2120	692	0.844353
40.2230	373	1.344180
40.2360	204	1.746053
40.2470	298	1.726118
40.2580	593	1.315104
40.2700	893	0.826698
40.2820	997	0.575008
40.2940	836	0.688002
40.3050	517	1.103307
40.3180	253	1.594775
40.3290	221	1.800650
40.3410	442	1.538479
40.3520	768	1.037266
40.3650	982	0.647439
40.3760	939	0.596485
40.3880	669	0.890704
40.3990	352	1.391246
40.4120	201	1.779889
40.4230	317	1.740019
40.4350	623	1.292644
40.4470	913	0.813020
40.4590	992	0.586651
40.4700	807	0.723112
40.4820	483	1.156541
40.4940	236	1.646601
40.5060	235	1.829011
40.5170	479	1.540088
40.5280	805	1.013867
40.5410	992	0.655038
40.5520	914	0.650233
40.5640	624	0.977216
40.5760	317	1.472215
40.5880	201	1.814328
40.5990	355	1.741270
40.6110	674	1.290565
40.6230	943	0.806785
40.6350	979	0.625672
40.6460	758	0.811702
40.6590	429	1.271301
40.6700	216	1.721380
40.6820	264	1.822619
40.6930	539	1.484283
40.7060	856	0.977260
